Date_As_Of,Rank_As_Of,YTD_Rank,Last_Week_Rank,Title,Type,Netflix_Exclusive,Release_Date,Days_in_top_10,Viewership_Score
2021-10-24,9,9,-,Riverdale,TV Show,,19-May-17,27,124
2021-10-24,10,6,4,Shameless,TV Show,,30-Jun-16,39,244
2021-10-25,1,1,1,You,TV Show,,26-Dec-18,10,100
2021-10-25,2,2,2,Squid Game,TV Show,Yes,17-Sep-21,36,341
2021-10-25,3,4,-,Locke & Key,TV Show,Yes,07-Feb-20,3,22
2021-10-25,4,3,3,Maid,TV Show,Yes,01-Oct-21,24,199
2021-10-25,5,5,-,Inside Job,TV Show,Yes,22-Oct-21,2,12
2021-10-25,6,6,-,Maya and the Three,TV Show,Yes,22-Oct-21,2,10
2021-10-25,7,7,-,Night Teeth,Movie,Yes,20-Oct-21,5,23
2021-10-25,8,9,-,Riverdale,TV Show,,19-May-17,28,127
2021-10-25,9,10,4,Shameless,TV Show,,30-Jun-16,40,246
2021-10-25,10,8,7,Cocomelon,TV Show,,01-Jun-20,361,1281
2021-10-26,1,1,1,You,TV Show,,26-Dec-18,11,110
2021-10-26,2,2,2,Squid Game,TV Show,Yes,17-Sep-21,37,350
2021-10-26,3,3,-,Locke & Key,TV Show,Yes,07-Feb-20,4,30
2021-10-26,4,4,3,Maid,TV Show,Yes,01-Oct-21,25,206
2021-10-26,5,5,-,Inside Job,TV Show,Yes,22-Oct-21,3,18
2021-10-26,6,8,-,Riverdale,TV Show,,19-May-17,29,132
2021-10-26,7,10,5,Cocomelon,TV Show,,01-Jun-20,362,1285
2021-10-26,8,6,-,Maya and the Three,TV Show,Yes,22-Oct-21,3,13
2021-10-26,9,9,4,Shameless,TV Show,,30-Jun-16,41,248
2021-10-26,10,7,-,Night Teeth,Movie,Yes,20-Oct-21,6,24
2021-10-27,1,1,1,You,TV Show,,26-Dec-18,12,120
2021-10-27,2,2,2,Squid Game,TV Show,Yes,17-Sep-21,38,359
2021-10-27,3,4,3,Maid,TV Show,Yes,01-Oct-21,26,214
2021-10-27,4,3,-,Locke & Key,TV Show,Yes,07-Feb-20,5,37
2021-10-27,5,5,-,Inside Job,TV Show,Yes,22-Oct-21,4,24
2021-10-27,6,6,9,Riverdale,TV Show,,19-May-17,30,137
2021-10-27,7,8,-,Maya and the Three,TV Show,Yes,22-Oct-21,4,17
2021-10-27,8,7,5,Cocomelon,TV Show,,01-Jun-20,363,1288
2021-10-27,9,9,4,Shameless,TV Show,,30-Jun-16,42,250
2021-10-27,10,-,-,King Arthur: Legend of the …,Movie,,25-Oct-21,1,1
2021-10-28,1,1,1,You,TV Show,,26-Dec-18,13,130
2021-10-28,2,2,2,Squid Game,TV Show,Yes,17-Sep-21,39,368
2021-10-28,3,3,3,Maid,TV Show,Yes,01-Oct-21,27,222
2021-10-28,4,4,-,Locke & Key,TV Show,Yes,07-Feb-20,6,44
2021-10-28,5,5,-,Inside Job,TV Show,Yes,22-Oct-21,5,30
2021-10-28,6,10,-,King Arthur: Legend of the …,Movie,,25-Oct-21,2,6
2021-10-28,7,7,-,Maya and the Three,TV Show,Yes,22-Oct-21,5,21
2021-10-28,8,8,5,Cocomelon,TV Show,,01-Jun-20,364,1291
2021-10-28,9,6,8,Riverdale,TV Show,,19-May-17,31,139
2021-10-28,10,-,-,Hypnotic,Movie,Yes,27-Oct-21,1,1
2021-10-29,1,1,1,You,TV Show,,26-Dec-18,14,140
2021-10-29,2,2,2,Squid Game,TV Show,Yes,17-Sep-21,40,377
2021-10-29,3,3,3,Maid,TV Show,Yes,01-Oct-21,28,230
2021-10-29,4,4,-,Locke & Key,TV Show,Yes,07-Feb-20,7,51
2021-10-29,5,10,-,Hypnotic,Movie,Yes,27-Oct-21,2,7
2021-10-29,6,6,-,King Arthur: Legend of the …,Movie,,25-Oct-21,3,11
2021-10-29,7,5,-,Inside Job,TV Show,Yes,22-Oct-21,6,34
2021-10-29,8,7,-,Maya and the Three,TV Show,Yes,22-Oct-21,6,24
2021-10-29,9,8,6,Cocomelon,TV Show,,01-Jun-20,365,1293
2021-10-29,10,9,7,Riverdale,TV Show,,19-May-17,32,140
2021-10-30,1,1,1,You,TV Show,,26-Dec-18,15,150
2021-10-30,2,2,2,Squid Game,TV Show,Yes,17-Sep-21,41,386
2021-10-30,3,5,-,Hypnotic,Movie,Yes,27-Oct-21,3,15
2021-10-30,4,3,3,Maid,TV Show,Yes,01-Oct-21,29,237
2021-10-30,5,4,4,Locke & Key,TV Show,Yes,07-Feb-20,8,57
2021-10-30,6,-,-,Army of Thieves,Movie,Yes,29-Oct-21,1,5
2021-10-30,7,-,8,The Great British Baking Show,TV Show,,03-Oct-15,20,70
2021-10-30,8,8,-,Maya and the Three,TV Show,Yes,22-Oct-21,7,27
2021-10-30,9,6,-,King Arthur: Legend of the …,Movie,,25-Oct-21,4,13
2021-10-30,10,9,5,Cocomelon,TV Show,,01-Jun-20,366,1294
2021-10-31,1,1,1,You,TV Show,,26-Dec-18,16,160
2021-10-31,2,6,-,Army of Thieves,Movie,Yes,29-Oct-21,2,14
2021-10-31,3,2,2,Squid Game,TV Show,Yes,17-Sep-21,42,394
2021-10-31,4,3,-,Hypnotic,Movie,Yes,27-Oct-21,4,22
2021-10-31,5,4,3,Maid,TV Show,Yes,01-Oct-21,30,243
2021-10-31,6,8,6,Maya and the Three,TV Show,Yes,22-Oct-21,8,32
2021-10-31,7,9,-,King Arthur: Legend of the …,Movie,,25-Oct-21,5,17
2021-10-31,8,5,4,Locke & Key,TV Show,Yes,07-Feb-20,9,60
2021-10-31,9,10,8,Cocomelon,TV Show,,01-Jun-20,367,1296
2021-10-31,10,-,-,Colin in Black & White,TV Show,Yes,29-Oct-21,1,1
2021-11-01,1,2,-,Army of Thieves,Movie,Yes,29-Oct-21,3,24
2021-11-01,2,1,1,You,TV Show,,26-Dec-18,17,169
2021-11-01,3,3,2,Squid Game,TV Show,Yes,17-Sep-21,43,402
2021-11-01,4,5,4,Maid,TV Show,Yes,01-Oct-21,31,250
2021-11-01,5,4,-,Hypnotic,Movie,Yes,27-Oct-21,5,28
2021-11-01,6,8,3,Locke & Key,TV Show,Yes,07-Feb-20,10,65
2021-11-01,7,6,6,Maya and the Three,TV Show,Yes,22-Oct-21,9,36
2021-11-01,8,7,-,King Arthur: Legend of the …,Movie,,25-Oct-21,6,20
2021-11-01,9,9,10,Cocomelon,TV Show,,01-Jun-20,368,1298
2021-11-01,10,10,-,Colin in Black & White,TV Show,Yes,29-Oct-21,2,2
2021-11-02,1,1,-,Army of Thieves,Movie,Yes,29-Oct-21,4,34
2021-11-02,2,2,1,You,TV Show,,26-Dec-18,18,178
2021-11-02,3,3,2,Squid Game,TV Show,Yes,17-Sep-21,44,410
2021-11-02,4,4,4,Maid,TV Show,Yes,01-Oct-21,32,257
2021-11-02,5,6,3,Locke & Key,TV Show,Yes,07-Feb-20,11,71
2021-11-02,6,10,-,Colin in Black & White,TV Show,Yes,29-Oct-21,3,7
2021-11-02,7,9,7,Cocomelon,TV Show,,01-Jun-20,369,1302
2021-11-02,8,-,-,21 Jump Street,Movie,,01-Nov-21,1,3
2021-11-02,9,-,6,Riverdale,TV Show,,19-May-17,33,142
2021-11-02,10,5,-,Hypnotic,Movie,Yes,27-Oct-21,6,29
2021-11-03,1,2,1,You,TV Show,,26-Dec-18,19,188
2021-11-03,2,1,-,Army of Thieves,Movie,Yes,29-Oct-21,5,43
2021-11-03,3,3,2,Squid Game,TV Show,Yes,17-Sep-21,45,418
2021-11-03,4,6,-,Colin in Black & White,TV Show,Yes,29-Oct-21,4,14
2021-11-03,5,8,-,21 Jump Street,Movie,,01-Nov-21,2,9
2021-11-03,6,4,3,Maid,TV Show,Yes,01-Oct-21,33,262
2021-11-03,7,5,4,Locke & Key,TV Show,Yes,07-Feb-20,12,75
2021-11-03,8,7,8,Cocomelon,TV Show,,01-Jun-20,370,1305
2021-11-03,9,-,-,Replicas,Movie,,01-Nov-21,1,2
2021-11-03,10,9,6,Riverdale,TV Show,,19-May-17,34,143
2021-11-04,1,-,-,The Harder They Fall,Movie,Yes,03-Nov-21,1,10
2021-11-04,2,1,1,You,TV Show,,26-Dec-18,20,197
2021-11-04,3,5,-,21 Jump Street,Movie,,01-Nov-21,3,17
2021-11-04,4,3,2,Squid Game,TV Show,Yes,17-Sep-21,46,425
2021-11-04,5,2,-,Army of Thieves,Movie,Yes,29-Oct-21,6,49
2021-11-04,6,4,-,Colin in Black & White,TV Show,Yes,29-Oct-21,5,19
2021-11-04,7,6,3,Maid,TV Show,Yes,01-Oct-21,34,266
2021-11-04,8,8,8,Cocomelon,TV Show,,01-Jun-20,371,1308
2021-11-04,9,7,4,Locke & Key,TV Show,Yes,07-Feb-20,13,77
2021-11-04,10,9,-,Replicas,Movie,,01-Nov-21,2,3
2021-11-05,1,1,-,The Harder They Fall,Movie,Yes,03-Nov-21,2,20
2021-11-05,2,2,1,You,TV Show,,26-Dec-18,21,206
2021-11-05,3,3,-,21 Jump Street,Movie,,01-Nov-21,4,25
2021-11-05,4,4,2,Squid Game,TV Show,Yes,17-Sep-21,47,432
2021-11-05,5,6,-,Colin in Black & White,TV Show,Yes,29-Oct-21,6,25
2021-11-05,6,5,-,Army of Thieves,Movie,Yes,29-Oct-21,7,54
2021-11-05,7,7,3,Maid,TV Show,Yes,01-Oct-21,35,270
2021-11-05,8,8,9,Cocomelon,TV Show,,01-Jun-20,372,1311
2021-11-05,9,-,-,Catching Killers,TV Show,Yes,04-Nov-21,1,2
2021-11-05,10,9,4,Locke & Key,TV Show,Yes,07-Feb-20,14,78
2021-11-06,1,1,-,The Harder They Fall,Movie,Yes,03-Nov-21,3,30
2021-11-06,2,-,-,Love Hard,Movie,Yes,05-Nov-21,1,9
2021-11-06,3,-,-,Big Mouth,TV Show,Yes,29-Sep-17,14,102
2021-11-06,4,2,1,You,TV Show,,26-Dec-18,22,213
2021-11-06,5,4,2,Squid Game,TV Show,Yes,17-Sep-21,48,438
2021-11-06,6,3,-,21 Jump Street,Movie,,01-Nov-21,5,30
2021-11-06,7,-,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,1,4
2021-11-06,8,-,7,The Great British Baking Show,TV Show,,03-Oct-15,21,73
2021-11-06,9,9,-,Catching Killers,TV Show,Yes,04-Nov-21,2,4
2021-11-06,10,6,6,Army of Thieves,Movie,Yes,29-Oct-21,8,55
2021-11-07,1,1,-,The Harder They Fall,Movie,Yes,03-Nov-21,4,40
2021-11-07,2,2,-,Love Hard,Movie,Yes,05-Nov-21,2,18
2021-11-07,3,3,-,Big Mouth,TV Show,Yes,29-Sep-17,15,110
2021-11-07,4,4,1,You,TV Show,,26-Dec-18,23,220
2021-11-07,5,7,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,2,10
2021-11-07,6,5,3,Squid Game,TV Show,Yes,17-Sep-21,49,443
2021-11-07,7,6,-,21 Jump Street,Movie,,01-Nov-21,6,34
2021-11-07,8,9,-,Catching Killers,TV Show,Yes,04-Nov-21,3,7
2021-11-07,9,10,2,Army of Thieves,Movie,Yes,29-Oct-21,9,57
2021-11-07,10,-,9,Cocomelon,TV Show,,01-Jun-20,373,1312
2021-11-08,1,2,-,Love Hard,Movie,Yes,05-Nov-21,3,28
2021-11-08,2,1,-,The Harder They Fall,Movie,Yes,03-Nov-21,5,49
2021-11-08,3,3,-,Big Mouth,TV Show,Yes,29-Sep-17,16,118
2021-11-08,4,5,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,3,17
2021-11-08,5,4,2,You,TV Show,,26-Dec-18,24,226
2021-11-08,6,6,3,Squid Game,TV Show,Yes,17-Sep-21,50,448
2021-11-08,7,7,-,21 Jump Street,Movie,,01-Nov-21,7,38
2021-11-08,8,8,-,Catching Killers,TV Show,Yes,04-Nov-21,4,10
2021-11-08,9,-,-,Arcane,TV Show,Yes,06-Nov-21,1,2
2021-11-08,10,-,4,Maid,TV Show,Yes,01-Oct-21,36,271
2021-11-09,1,1,-,Love Hard,Movie,Yes,05-Nov-21,4,38
2021-11-09,2,3,-,Big Mouth,TV Show,Yes,29-Sep-17,17,127
2021-11-09,3,2,-,The Harder They Fall,Movie,Yes,03-Nov-21,6,57
2021-11-09,4,4,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,4,24
2021-11-09,5,5,2,You,TV Show,,26-Dec-18,25,232
2021-11-09,6,8,-,Catching Killers,TV Show,Yes,04-Nov-21,5,15
2021-11-09,7,6,3,Squid Game,TV Show,Yes,17-Sep-21,51,452
2021-11-09,8,-,7,Cocomelon,TV Show,,01-Jun-20,374,1315
2021-11-09,9,7,8,21 Jump Street,Movie,,01-Nov-21,8,40
2021-11-09,10,10,4,Maid,TV Show,Yes,01-Oct-21,37,272
2021-11-10,1,1,-,Love Hard,Movie,Yes,05-Nov-21,5,48
2021-11-10,2,2,-,Big Mouth,TV Show,Yes,29-Sep-17,18,136
2021-11-10,3,4,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,5,32
2021-11-10,4,3,-,The Harder They Fall,Movie,Yes,03-Nov-21,7,64
2021-11-10,5,5,1,You,TV Show,,26-Dec-18,26,238
2021-11-10,6,7,3,Squid Game,TV Show,Yes,17-Sep-21,52,457
2021-11-10,7,6,-,Catching Killers,TV Show,Yes,04-Nov-21,6,19
2021-11-10,8,8,8,Cocomelon,TV Show,,01-Jun-20,375,1318
2021-11-10,9,10,6,Maid,TV Show,Yes,01-Oct-21,38,274
2021-11-10,10,9,5,21 Jump Street,Movie,,01-Nov-21,9,41
2021-11-11,1,1,-,Love Hard,Movie,Yes,05-Nov-21,6,58
2021-11-11,2,2,-,Big Mouth,TV Show,Yes,29-Sep-17,19,145
2021-11-11,3,3,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,6,40
2021-11-11,4,4,1,The Harder They Fall,Movie,Yes,03-Nov-21,8,71
2021-11-11,5,5,2,You,TV Show,,26-Dec-18,27,244
2021-11-11,6,6,4,Squid Game,TV Show,Yes,17-Sep-21,53,462
2021-11-11,7,8,8,Cocomelon,TV Show,,01-Jun-20,376,1322
2021-11-11,8,7,-,Catching Killers,TV Show,Yes,04-Nov-21,7,22
2021-11-11,9,9,7,Maid,TV Show,Yes,01-Oct-21,39,276
2021-11-11,10,-,-,The Thundermans,TV Show,,01-Nov-21,1,1
2021-11-12,1,1,-,Love Hard,Movie,Yes,05-Nov-21,7,68
2021-11-12,2,2,-,Big Mouth,TV Show,Yes,29-Sep-17,20,154
2021-11-12,3,3,-,Narcos: Mexico,TV Show,Yes,16-Nov-18,7,48
2021-11-12,4,4,1,The Harder They Fall,Movie,Yes,03-Nov-21,9,78
2021-11-12,5,5,2,You,TV Show,,26-Dec-18,28,250
2021-11-12,6,6,4,Squid Game,TV Show,Yes,17-Sep-21,54,467
2021-11-12,7,-,-,Passing,Movie,Yes,10-Nov-21,1,4
2021-11-12,8,7,8,Cocomelon,TV Show,,01-Jun-20,377,1325
2021-11-12,9,10,-,The Thundermans,TV Show,,01-Nov-21,2,3
2021-11-12,10,9,7,Maid,TV Show,Yes,01-Oct-21,40,277
2021-11-13,1,-,-,Red Notice,Movie,Yes,12-Nov-21,1,10
2021-11-13,2,1,2,Love Hard,Movie,Yes,05-Nov-21,8,77
2021-11-13,3,2,3,Big Mouth,TV Show,Yes,29-Sep-17,21,162
2021-11-13,4,3,7,Narcos: Mexico,TV Show,Yes,16-Nov-18,8,55
2021-11-13,5,-,8,The Great British Baking Show,TV Show,,03-Oct-15,22,79
2021-11-13,6,5,4,You,TV Show,,26-Dec-18,29,255
2021-11-13,7,4,1,The Harder They Fall,Movie,Yes,03-Nov-21,10,82
2021-11-13,8,6,5,Squid Game,TV Show,Yes,17-Sep-21,55,470
2021-11-13,9,8,-,Cocomelon,TV Show,,01-Jun-20,378,1327
2021-11-13,10,7,-,Passing,Movie,Yes,10-Nov-21,2,5
2021-11-14,1,1,-,Red Notice,Movie,Yes,12-Nov-21,2,20
2021-11-14,2,2,2,Love Hard,Movie,Yes,05-Nov-21,9,86
2021-11-14,3,3,3,Big Mouth,TV Show,Yes,29-Sep-17,22,170
2021-11-14,4,7,1,The Harder They Fall,Movie,Yes,03-Nov-21,11,89
2021-11-14,5,-,-,Arcane,TV Show,Yes,06-Nov-21,2,8
2021-11-14,6,4,5,Narcos: Mexico,TV Show,Yes,16-Nov-18,9,60
2021-11-14,7,10,-,Passing,Movie,Yes,10-Nov-21,3,9
2021-11-14,8,8,6,Squid Game,TV Show,Yes,17-Sep-21,56,473
2021-11-14,9,6,4,You,TV Show,,26-Dec-18,30,257
2021-11-14,10,-,-,Animal,TV Show,Yes,10-Nov-21,1,1
2021-11-15,1,1,-,Red Notice,Movie,Yes,12-Nov-21,3,30
2021-11-15,2,2,1,Love Hard,Movie,Yes,05-Nov-21,10,95
2021-11-15,3,3,3,Big Mouth,TV Show,Yes,29-Sep-17,23,178
2021-11-15,4,6,4,Narcos: Mexico,TV Show,Yes,16-Nov-18,10,67
2021-11-15,5,4,2,The Harder They Fall,Movie,Yes,03-Nov-21,12,95
2021-11-15,6,10,-,Animal,TV Show,Yes,10-Nov-21,2,6
2021-11-15,7,9,5,You,TV Show,,26-Dec-18,31,261
2021-11-15,8,8,6,Squid Game,TV Show,Yes,17-Sep-21,57,476
2021-11-15,9,5,9,Arcane,TV Show,Yes,06-Nov-21,3,10
2021-11-15,10,-,-,Cocomelon,TV Show,,01-Jun-20,379,1328
2021-11-16,1,1,-,Red Notice,Movie,Yes,12-Nov-21,4,40
2021-11-16,2,4,4,Narcos: Mexico,TV Show,Yes,16-Nov-18,11,76
2021-11-16,3,2,1,Love Hard,Movie,Yes,05-Nov-21,11,103
2021-11-16,4,7,5,You,TV Show,,26-Dec-18,32,268
2021-11-16,5,3,2,Big Mouth,TV Show,Yes,29-Sep-17,24,184
2021-11-16,6,8,7,Squid Game,TV Show,Yes,17-Sep-21,58,481
2021-11-16,7,-,10,Maid,TV Show,Yes,01-Oct-21,41,281
2021-11-16,8,10,8,Cocomelon,TV Show,,01-Jun-20,380,1331
2021-11-16,9,5,3,The Harder They Fall,Movie,Yes,03-Nov-21,13,97
2021-11-16,10,-,-,The Thundermans,TV Show,,01-Nov-21,3,4
2021-11-17,1,1,-,Red Notice,Movie,Yes,12-Nov-21,5,50
2021-11-17,2,2,3,Narcos: Mexico,TV Show,Yes,16-Nov-18,12,85
2021-11-17,3,4,5,You,TV Show,,26-Dec-18,33,276
2021-11-17,4,-,-,American Pie: Reunion,Movie,,16-Nov-21,1,7
2021-11-17,5,3,1,Love Hard,Movie,Yes,05-Nov-21,12,109
2021-11-17,6,7,9,Maid,TV Show,Yes,01-Oct-21,42,286
2021-11-17,7,6,6,Squid Game,TV Show,Yes,17-Sep-21,59,485
2021-11-17,8,8,8,Cocomelon,TV Show,,01-Jun-20,381,1334
2021-11-17,9,5,2,Big Mouth,TV Show,Yes,29-Sep-17,25,186
2021-11-17,10,9,4,The Harder They Fall,Movie,Yes,03-Nov-21,14,98
2021-11-18,1,1,-,Red Notice,Movie,Yes,12-Nov-21,6,60
2021-11-18,2,-,-,"Tiger King: Murder, Mayhem …",TV Show,Yes,20-Mar-20,36,310
2021-11-18,3,2,3,Narcos: Mexico,TV Show,Yes,16-Nov-18,13,93
2021-11-18,4,3,5,You,TV Show,,26-Dec-18,34,283
2021-11-18,5,6,9,Maid,TV Show,Yes,01-Oct-21,43,292
2021-11-18,6,-,-,The Queen of Flow,TV Show,Yes,09-Nov-18,1,5
2021-11-18,7,8,7,Cocomelon,TV Show,,01-Jun-20,382,1338
2021-11-18,8,7,6,Squid Game,TV Show,Yes,17-Sep-21,60,488
2021-11-18,9,5,1,Love Hard,Movie,Yes,05-Nov-21,13,111
2021-11-18,10,9,2,Big Mouth,TV Show,Yes,29-Sep-17,26,187
2021-11-19,1,2,-,"Tiger King: Murder, Mayhem …",TV Show,Yes,20-Mar-20,37,320
2021-11-19,2,1,-,Red Notice,Movie,Yes,12-Nov-21,7,69
2021-11-19,3,-,-,The Princess Switch 3: Roma…,Movie,Yes,18-Nov-21,2,15
2021-11-19,4,6,-,The Queen of Flow,TV Show,Yes,09-Nov-18,2,12
2021-11-19,5,3,3,Narcos: Mexico,TV Show,Yes,16-Nov-18,14,99
2021-11-19,6,4,5,You,TV Show,,26-Dec-18,35,288
2021-11-19,7,5,10,Maid,TV Show,Yes,01-Oct-21,44,296
2021-11-19,8,7,8,Cocomelon,TV Show,,01-Jun-20,383,1341
2021-11-19,9,-,-,American Pie: Reunion,Movie,,16-Nov-21,2,9
2021-11-19,10,8,6,Squid Game,TV Show,Yes,17-Sep-21,61,489
2021-11-20,1,2,1,Red Notice,Movie,Yes,12-Nov-21,8,79
2021-11-20,2,1,-,Tiger King,TV Show,Yes,20-Mar-20,38,329
2021-11-20,3,-,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,1,8
2021-11-20,4,-,-,Hellbound,TV Show,Yes,19-Nov-21,1,7
2021-11-20,5,4,-,The Queen of Flow,TV Show,Yes,09-Nov-18,3,18
2021-11-20,6,3,-,The Princess Switch 3: Roma…,Movie,Yes,18-Nov-21,3,20
2021-11-20,7,-,5,The Great British Baking Show,TV Show,,03-Oct-15,23,83
2021-11-20,8,5,4,Narcos: Mexico,TV Show,Yes,16-Nov-18,15,102
2021-11-20,9,8,9,Cocomelon,TV Show,,01-Jun-20,384,1343
2021-11-20,10,7,-,Maid,TV Show,Yes,01-Oct-21,45,297
2021-11-21,1,1,1,Red Notice,Movie,Yes,12-Nov-21,9,89
2021-11-21,2,2,-,Tiger King,TV Show,Yes,20-Mar-20,39,338
2021-11-21,3,3,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,2,16
2021-11-21,4,4,-,Hellbound,TV Show,Yes,19-Nov-21,2,14
2021-11-21,5,-,5,Arcane,TV Show,Yes,06-Nov-21,4,16
2021-11-21,6,5,-,The Queen of Flow,TV Show,Yes,09-Nov-18,4,23
2021-11-21,7,6,-,The Princess Switch 3: Roma…,Movie,Yes,18-Nov-21,4,24
2021-11-21,8,10,-,Maid,TV Show,Yes,01-Oct-21,46,300
2021-11-21,9,8,6,Narcos: Mexico,TV Show,Yes,16-Nov-18,16,104
2021-11-21,10,-,8,Squid Game,TV Show,Yes,17-Sep-21,62,490
2021-11-22,1,1,1,Red Notice,Movie,Yes,12-Nov-21,10,99
2021-11-22,2,3,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,3,25
2021-11-22,3,2,-,Tiger King,TV Show,Yes,20-Mar-20,40,346
2021-11-22,4,4,-,Hellbound,TV Show,Yes,19-Nov-21,3,21
2021-11-22,5,6,-,The Queen of Flow,TV Show,Yes,09-Nov-18,5,29
2021-11-22,6,5,9,Arcane,TV Show,Yes,06-Nov-21,5,21
2021-11-22,7,8,-,Maid,TV Show,Yes,01-Oct-21,47,304
2021-11-22,8,7,-,The Princess Switch 3: Roma…,Movie,Yes,18-Nov-21,5,27
2021-11-22,9,9,4,Narcos: Mexico,TV Show,Yes,16-Nov-18,17,106
2021-11-22,10,10,8,Squid Game,TV Show,Yes,17-Sep-21,63,491
2021-11-23,1,2,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,4,35
2021-11-23,2,1,1,Red Notice,Movie,Yes,12-Nov-21,11,108
2021-11-23,3,3,-,Tiger King,TV Show,Yes,20-Mar-20,41,354
2021-11-23,4,4,-,Hellbound,TV Show,Yes,19-Nov-21,4,28
2021-11-23,5,5,-,The Queen of Flow,TV Show,Yes,09-Nov-18,6,35
2021-11-23,6,6,-,Arcane,TV Show,Yes,06-Nov-21,6,26
2021-11-23,7,-,-,Here Comes the Boom,Movie,,20-Nov-21,1,4
2021-11-23,8,7,7,Maid,TV Show,Yes,01-Oct-21,48,307
2021-11-23,9,-,8,Cocomelon,TV Show,,01-Jun-20,385,1345
2021-11-23,10,9,2,Narcos: Mexico,TV Show,Yes,16-Nov-18,18,107
2021-11-24,1,1,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,5,45
2021-11-24,2,2,1,Red Notice,Movie,Yes,12-Nov-21,12,117
2021-11-24,3,5,-,The Queen of Flow,TV Show,Yes,09-Nov-18,7,43
2021-11-24,4,3,-,Tiger King,TV Show,Yes,20-Mar-20,42,361
2021-11-24,5,4,-,Hellbound,TV Show,Yes,19-Nov-21,5,34
2021-11-24,6,7,-,Here Comes the Boom,Movie,,20-Nov-21,2,9
2021-11-24,7,9,8,Cocomelon,TV Show,,01-Jun-20,386,1349
2021-11-24,8,8,6,Maid,TV Show,Yes,01-Oct-21,49,310
2021-11-24,9,10,2,Narcos: Mexico,TV Show,Yes,16-Nov-18,19,109
2021-11-24,10,6,-,Arcane,TV Show,Yes,06-Nov-21,7,27
2021-11-25,1,-,-,True Story,TV Show,Yes,24-Nov-21,1,10
2021-11-25,2,-,-,Bruised,Movie,Yes,24-Nov-21,1,9
2021-11-25,3,-,-,Selling Sunset,TV Show,Yes,22-Mar-19,8,31
2021-11-25,4,1,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,6,52
2021-11-25,5,2,1,Red Notice,Movie,Yes,12-Nov-21,13,123
2021-11-25,6,3,6,The Queen of Flow,TV Show,Yes,09-Nov-18,8,48
2021-11-25,7,4,2,Tiger King,TV Show,Yes,20-Mar-20,43,365
2021-11-25,8,5,-,Hellbound,TV Show,Yes,19-Nov-21,6,37
2021-11-25,9,-,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,1,2
2021-11-25,10,7,7,Cocomelon,TV Show,,01-Jun-20,387,1350
2021-11-26,1,1,-,True Story,TV Show,Yes,24-Nov-21,2,20
2021-11-26,2,2,-,Bruised,Movie,Yes,24-Nov-21,2,18
2021-11-26,3,5,2,Red Notice,Movie,Yes,12-Nov-21,14,131
2021-11-26,4,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,9,38
2021-11-26,5,4,-,Cowboy Bebop,TV Show,Yes,19-Nov-21,7,58
2021-11-26,6,9,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,2,7
2021-11-26,7,6,4,The Queen of Flow,TV Show,Yes,09-Nov-18,9,52
2021-11-26,8,8,-,Hellbound,TV Show,Yes,19-Nov-21,7,40
2021-11-26,9,7,1,Tiger King,TV Show,Yes,20-Mar-20,44,367
2021-11-26,10,-,10,Squid Game,TV Show,Yes,17-Sep-21,64,492
2021-11-27,1,1,-,True Story,TV Show,Yes,24-Nov-21,3,30
2021-11-27,2,2,-,Bruised,Movie,Yes,24-Nov-21,3,27
2021-11-27,3,4,-,Selling Sunset,TV Show,Yes,22-Mar-19,10,46
2021-11-27,4,3,1,Red Notice,Movie,Yes,12-Nov-21,15,138
2021-11-27,5,-,-,A Castle for Christmas,Movie,Yes,26-Nov-21,1,6
2021-11-27,6,7,5,The Queen of Flow,TV Show,Yes,09-Nov-18,10,57
2021-11-27,7,5,3,Cowboy Bebop,TV Show,Yes,19-Nov-21,8,62
2021-11-27,8,6,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,3,10
2021-11-27,9,-,7,The Great British Baking Show,TV Show,,03-Oct-15,24,85
2021-11-27,10,10,-,Squid Game,TV Show,Yes,17-Sep-21,65,493
2021-11-28,1,1,-,True Story,TV Show,Yes,24-Nov-21,4,40
2021-11-28,2,2,-,Bruised,Movie,Yes,24-Nov-21,4,36
2021-11-28,3,3,-,Selling Sunset,TV Show,Yes,22-Mar-19,11,54
2021-11-28,4,4,1,Red Notice,Movie,Yes,12-Nov-21,16,145
2021-11-28,5,6,6,The Queen of Flow,TV Show,Yes,09-Nov-18,11,63
2021-11-28,6,5,-,A Castle for Christmas,Movie,Yes,26-Nov-21,2,11
2021-11-28,7,8,-,A Boy Called Christmas,Movie,Yes,24-Nov-21,4,14
